source	target	value	date	year
nitrous oxide	gbl	1	2005-12-01	2005
nitrous oxide	dxm	1	2005-02-01	2005
nitrous oxide	amt	1	2005-10-01	2005
nitrous oxide	5-meo-dmt	1	2005-10-01	2005
nitrous oxide	2c-e	1	2005-09-01	2005
nitrous oxide	salvia divinorum	1	2005-06-01	2005
nitrous oxide	cannabis	1	2006-08-01	2006
nitrous oxide	cannabis	1	2006-07-01	2006
nitrous oxide	cannabis	1	2006-06-01	2006
nitrous oxide	cannabis	1	2006-06-01	2006
nitrous oxide	cannabis	1	2006-06-01	2006
nitrous oxide	cannabis	1	2006-03-01	2006
nitrous oxide	cannabis	1	2006-03-01	2006
nitrous oxide	cannabis	1	2006-02-01	2006
nitrous oxide	cannabis	1	2006-01-01	2006
nitrous oxide	tobacco	1	2006-09-01	2006
nitrous oxide	tobacco	1	2006-02-01	2006
nitrous oxide	tobacco	1	2006-02-01	2006
nitrous oxide	tobacco	1	2006-01-01	2006
nitrous oxide	mdma	1	2006-09-01	2006
nitrous oxide	mdma	1	2006-06-01	2006
nitrous oxide	mdma	1	2006-02-01	2006
nitrous oxide	5-meo-dipt	1	2006-08-01	2006
nitrous oxide	5-meo-dipt	1	2006-06-01	2006
nitrous oxide	5-meo-dipt	1	2006-04-01	2006
nitrous oxide	alcohol	1	2006-04-01	2006
nitrous oxide	alcohol	1	2006-03-01	2006
nitrous oxide	alcohol	1	2006-02-01	2006
nitrous oxide	salvia divinorum	1	2006-07-01	2006
nitrous oxide	salvia divinorum	1	2006-03-01	2006
nitrous oxide	cocaine	1	2006-03-01	2006
nitrous oxide	cocaine	1	2006-01-01	2006
nitrous oxide	h.b. woodrose	1	2006-07-01	2006
nitrous oxide	mushrooms	1	2006-07-01	2006
nitrous oxide	amt	1	2006-07-01	2006
nitrous oxide	ketamine	1	2006-04-01	2006
nitrous oxide	2c-e	1	2006-03-01	2006
nitrous oxide	lsd	1	2006-03-01	2006
nitrous oxide	cannabis	1	2007-12-01	2007
nitrous oxide	cannabis	1	2007-12-01	2007
nitrous oxide	cannabis	1	2007-11-01	2007
nitrous oxide	cannabis	1	2007-10-01	2007
nitrous oxide	cannabis	1	2007-10-01	2007
nitrous oxide	cannabis	1	2007-08-01	2007
nitrous oxide	cannabis	1	2007-08-01	2007
nitrous oxide	cannabis	1	2007-08-01	2007
nitrous oxide	cannabis	1	2007-08-01	2007
nitrous oxide	cannabis	1	2007-06-01	2007
nitrous oxide	cannabis	1	2007-06-01	2007
nitrous oxide	cannabis	1	2007-05-01	2007
nitrous oxide	cannabis	1	2007-05-01	2007
nitrous oxide	cannabis	1	2007-05-01	2007
nitrous oxide	cannabis	1	2007-04-01	2007
nitrous oxide	cannabis	1	2007-04-01	2007
nitrous oxide	cannabis	1	2007-03-01	2007
nitrous oxide	cannabis	1	2007-02-01	2007
nitrous oxide	cannabis	1	2007-01-01	2007
nitrous oxide	cannabis	1	2007-01-01	2007
nitrous oxide	mdma	1	2007-12-01	2007
nitrous oxide	mdma	1	2007-12-01	2007
nitrous oxide	mdma	1	2007-10-01	2007
nitrous oxide	mdma	1	2007-10-01	2007
nitrous oxide	mdma	1	2007-08-01	2007
nitrous oxide	mdma	1	2007-06-01	2007
nitrous oxide	mdma	1	2007-06-01	2007
nitrous oxide	mdma	1	2007-05-01	2007
nitrous oxide	mdma	1	2007-05-01	2007
nitrous oxide	mdma	1	2007-02-01	2007
nitrous oxide	mdma	1	2007-01-01	2007
nitrous oxide	alcohol	1	2007-12-01	2007
nitrous oxide	alcohol	1	2007-10-01	2007
nitrous oxide	alcohol	1	2007-06-01	2007
nitrous oxide	alcohol	1	2007-06-01	2007
nitrous oxide	alcohol	1	2007-05-01	2007
nitrous oxide	alcohol	1	2007-04-01	2007
nitrous oxide	ketamine	1	2007-12-01	2007
nitrous oxide	ketamine	1	2007-11-01	2007
nitrous oxide	ketamine	1	2007-10-01	2007
nitrous oxide	ketamine	1	2007-08-01	2007
nitrous oxide	ketamine	1	2007-06-01	2007
nitrous oxide	ketamine	1	2007-05-01	2007
nitrous oxide	mushrooms	1	2007-10-01	2007
nitrous oxide	mushrooms	1	2007-10-01	2007
nitrous oxide	mushrooms	1	2007-10-01	2007
nitrous oxide	mushrooms	1	2007-06-01	2007
nitrous oxide	mushrooms	1	2007-05-01	2007
nitrous oxide	mushrooms	1	2007-05-01	2007
nitrous oxide	lsd	1	2007-10-01	2007
nitrous oxide	lsd	1	2007-06-01	2007
nitrous oxide	lsd	1	2007-05-01	2007
nitrous oxide	lsd	1	2007-04-01	2007
nitrous oxide	lsd	1	2007-04-01	2007
nitrous oxide	lsd	1	2007-01-01	2007
nitrous oxide	dmt	1	2007-11-01	2007
nitrous oxide	dmt	1	2007-09-01	2007
nitrous oxide	dmt	1	2007-08-01	2007
nitrous oxide	dmt	1	2007-08-01	2007
nitrous oxide	2c-b	1	2007-11-01	2007
nitrous oxide	2c-b	1	2007-08-01	2007
nitrous oxide	2c-b	1	2007-01-01	2007
nitrous oxide	2c-e	1	2007-10-01	2007
nitrous oxide	2c-e	1	2007-02-01	2007
nitrous oxide	tobacco	1	2007-08-01	2007
nitrous oxide	tobacco	1	2007-06-01	2007
nitrous oxide	gbl	1	2007-10-01	2007
nitrous oxide	salvia divinorum	1	2007-08-01	2007
nitrous oxide	dxm	1	2007-08-01	2007
nitrous oxide	h.b. woodrose	1	2007-07-01	2007
nitrous oxide	2c-d	1	2007-01-01	2007
nitrous oxide	salvia divinorum	1	2008-10-01	2008
nitrous oxide	salvia divinorum	1	2008-09-01	2008
nitrous oxide	salvia divinorum	1	2008-07-01	2008
nitrous oxide	salvia divinorum	1	2008-05-01	2008
nitrous oxide	salvia divinorum	1	2008-03-01	2008
nitrous oxide	cannabis	1	2008-05-01	2008
nitrous oxide	cannabis	1	2008-03-01	2008
nitrous oxide	cannabis	1	2008-01-01	2008
nitrous oxide	cannabis	1	2008-01-01	2008
nitrous oxide	mushrooms	1	2008-12-01	2008
nitrous oxide	mushrooms	1	2008-08-01	2008
nitrous oxide	2c-i	1	2008-10-01	2008
nitrous oxide	2c-i	1	2008-03-01	2008
nitrous oxide	amt	1	2008-02-01	2008
nitrous oxide	amt	1	2008-01-01	2008
nitrous oxide	lsd	1	2008-07-01	2008
nitrous oxide	kratom	1	2008-05-01	2008
nitrous oxide	h.b. woodrose	1	2008-01-01	2008
nitrous oxide	alcohol	1	2008-12-01	2008
nitrous oxide	mdma	1	2008-02-01	2008
nitrous oxide	oral	1	2008-02-01	2008
nitrous oxide	cannabis	1	2009-12-01	2009
nitrous oxide	cannabis	1	2009-11-01	2009
nitrous oxide	cannabis	1	2009-09-01	2009
nitrous oxide	cannabis	1	2009-09-01	2009
nitrous oxide	cannabis	1	2009-08-01	2009
nitrous oxide	cannabis	1	2009-05-01	2009
nitrous oxide	cannabis	1	2009-02-01	2009
nitrous oxide	mushrooms	1	2009-09-01	2009
nitrous oxide	mushrooms	1	2009-06-01	2009
nitrous oxide	mushrooms	1	2009-02-01	2009
nitrous oxide	salvia divinorum	1	2009-12-01	2009
nitrous oxide	oral	1	2009-11-01	2009
nitrous oxide	dxm	1	2009-12-01	2009
nitrous oxide	alprazolam	1	2009-09-01	2009
nitrous oxide	ketamine	1	2009-09-01	2009
nitrous oxide	dmt	1	2009-12-01	2009
nitrous oxide	lsd	1	2009-08-01	2009
nitrous oxide	tobacco	1	2009-06-01	2009
nitrous oxide	alcohol	1	2009-05-01	2009
nitrous oxide	cannabis	1	2010-12-01	2010
nitrous oxide	cannabis	1	2010-07-01	2010
nitrous oxide	cannabis	1	2010-03-01	2010
nitrous oxide	cannabis	1	2010-03-01	2010
nitrous oxide	cannabis	1	2010-03-01	2010
nitrous oxide	cannabis	1	2010-03-01	2010
nitrous oxide	cannabis	1	2010-02-01	2010
nitrous oxide	cannabis	1	2010-01-01	2010
nitrous oxide	mushrooms	1	2010-07-01	2010
nitrous oxide	mushrooms	1	2010-03-01	2010
nitrous oxide	mushrooms	1	2010-02-01	2010
nitrous oxide	mushrooms	1	2010-01-01	2010
nitrous oxide	alcohol	1	2010-03-01	2010
nitrous oxide	alcohol	1	2010-03-01	2010
nitrous oxide	alcohol	1	2010-03-01	2010
nitrous oxide	2c-e	1	2010-09-01	2010
nitrous oxide	2c-e	1	2010-06-01	2010
nitrous oxide	mdma	1	2010-07-01	2010
nitrous oxide	mdma	1	2010-03-01	2010
nitrous oxide	dmt	1	2010-03-01	2010
nitrous oxide	dmt	1	2010-01-01	2010
nitrous oxide	cocaine	1	2010-03-01	2010
nitrous oxide	dxm	1	2010-09-01	2010
nitrous oxide	lsd	1	2010-12-01	2010
nitrous oxide	ketamine	1	2010-12-01	2010
nitrous oxide	h.b. woodrose	1	2010-03-01	2010
nitrous oxide	salvia divinorum	1	2010-03-01	2010
nitrous oxide	cannabis	1	2011-11-01	2011
nitrous oxide	cannabis	1	2011-08-01	2011
nitrous oxide	cannabis	1	2011-06-01	2011
nitrous oxide	cannabis	1	2011-05-01	2011
nitrous oxide	cannabis	1	2011-01-01	2011
nitrous oxide	lsd	1	2011-11-01	2011
nitrous oxide	lsd	1	2011-02-01	2011
nitrous oxide	alcohol	1	2011-11-01	2011
nitrous oxide	alcohol	1	2011-08-01	2011
nitrous oxide	methoxetamine 	1	2011-08-01	2011
nitrous oxide	methoxetamine 	1	2011-02-01	2011
nitrous oxide	2c-d	1	2011-06-01	2011
nitrous oxide	mushrooms	1	2011-11-01	2011
nitrous oxide	alprazolam	1	2011-06-01	2011
nitrous oxide	tobacco	1	2011-06-01	2011
nitrous oxide	cannabis	1	2012-12-01	2012
nitrous oxide	cannabis	1	2012-04-01	2012
nitrous oxide	cannabis	1	2012-03-01	2012
nitrous oxide	mdma	1	2012-12-01	2012
nitrous oxide	mdma	1	2012-12-01	2012
nitrous oxide	lsd	1	2012-12-01	2012
nitrous oxide	lsd	1	2012-10-01	2012
nitrous oxide	alcohol	1	2012-12-01	2012
nitrous oxide	alcohol	1	2012-12-01	2012
nitrous oxide	2c-i	1	2012-12-01	2012
nitrous oxide	dmt	1	2012-12-01	2012
nitrous oxide	tobacco	1	2012-10-01	2012
nitrous oxide	salvia divinorum	1	2012-10-01	2012
nitrous oxide	mushrooms	1	2012-12-01	2012
nitrous oxide	cannabis	1	2013-08-01	2013
nitrous oxide	cannabis	1	2013-07-01	2013
nitrous oxide	cannabis	1	2013-02-01	2013
nitrous oxide	cannabis	1	2013-02-01	2013
nitrous oxide	tobacco	1	2013-09-01	2013
nitrous oxide	tobacco	1	2013-08-01	2013
nitrous oxide	tobacco	1	2013-07-01	2013
nitrous oxide	mdma	1	2013-08-01	2013
nitrous oxide	mdma	1	2013-01-01	2013
nitrous oxide	methoxetamine 	1	2013-07-01	2013
nitrous oxide	methoxetamine 	1	2013-02-01	2013
nitrous oxide	oral	1	2013-07-01	2013
nitrous oxide	ketamine	1	2013-05-01	2013
nitrous oxide	alcohol	1	2013-02-01	2013
nitrous oxide	2c-d	1	2013-02-01	2013
nitrous oxide	2c-i	1	2013-02-01	2013
nitrous oxide	lsd	1	2013-01-01	2013
nitrous oxide	cannabis	1	2014-08-01	2014
